#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4538700D  20   8   u    0       0         22              1      HE    28    13      3
 4558700D  20   8   u    0       0         22              2      HE    28    13      5
 4568700D  20   8   u    0       0         22              3      HE    28    13      6
 4578680D  20   8   u    0       0         22              4      HE    26    13      7
 4528700D  20   8   u    0       0         22              5      HE    28    13      2
 4518740D  20   8   u    0       0         23              0      HE    29    13      1
 4518700D  20   8   u    0       0         23              1      HE    28    13      1
 4528480E  20   8   u    0       0         23              2      HE    18    14      2
 4528440E  20   8   u    0       0         23              3      HE    17    14      2
 4548400E  20   8   u    0       0         23              4      HE    16    14      4
 4528740D  20   8   u    0       0         23              5      HE    29    13      2
 45284C0B  20   9   u    0       0          1              0      HE    19    11      2
 4538500B  20   9   u    0       0          1              1      HE    20    11      3
 4538580B  20   9   u    0       0          1              2      HE    22    11      3
 4538600B  20   9   u    0       0          1              3      HE    24    11      3
 4528600B  20   9   u    0       0          1              4      HE    24    11      2
 4528680B  20   9   u    0       0          1              5      HE    26    11      2
 4568600B  20   9   u    0       0          2              0      HE    24    11      6
 4558600B  20   9   u    0       0          2              1      HE    24    11      5
 4558680B  20   9   u    0       0          2              2      HE    26    11      5
 4568680B  20   9   u    0       0          2              3      HE    26    11      6
 45384C0B  20   9   u    0       0          2              4      HE    19    11      3
 4538680B  20   9   u    0       0          2              5      HE    26    11      3
 45584C0B  20   9   u    0       0          3              0      HE    19    11      5
 4548680B  20   9   u    0       0          3              1      HE    26    11      4
 4568500B  20   9   u    0       0          3              2      HE    20    11      6
 4558500B  20   9   u    0       0          3              3      HE    20    11      5
 4558580B  20   9   u    0       0          3              4      HE    22    11      5
 4568580B  20   9   u    0       0          3              5      HE    22    11      6
 45184C0B  20   9   u    0       0          4              0      HE    19    11      1
 4518500B  20   9   u    0       0          4              1      HE    20    11      1
 4518580B  20   9   u    0       0          4              2      HE    22    11      1
 4518600B  20   9   u    0       0          4              3      HE    24    11      1
 45484C0B  20   9   u    0       0          4              4      HE    19    11      4
 4518680B  20   9   u    0       0          4              5      HE    26    11      1
 45684C0B  20   9   u    0       0          5              0      HE    19    11      6
 4548600B  20   9   u    0       0          5              1      HE    24    11      4
 4528580B  20   9   u    0       0          5              2      HE    22    11      2
 4528500B  20   9   u    0       0          5              3      HE    20    11      2
 4548580B  20   9   u    0       0          5              4      HE    22    11      4
 4548500B  20   9   u    0       0          5              5      HE    20    11      4
 45584C0C  20   9   u    0       0          6              0      HE    19    12      5
